"ID","Fecha creación","Tipo vertimiento","Medio receptor","Caudal","Permanentes","Transitorias","Cuenca","Macro cuenca","Cota","Pretratamiento","Tratamiento primario","Tratamiento secundario","Manejo efluente"
"125547.0","12/11/2024","Agua residual doméstica","Al suelo","0.0126","5","5","R. Aurra","Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md)","1081.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"125983.0","11/12/2024","Agua residual doméstica","Al suelo","0.0085","4","2","Q. Aguas Frías","Río San Bartolo y otros directos al Magdalena Medio","922.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"124776.0","28/08/2024","Agua residual doméstica","Al suelo","0.0042","2","1","Q. El Guamo","Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md)","1287.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"106133.0","22/02/2021","Agua residual doméstica","Al suelo","0.0035","2","0","Directos al R. Cauca (md) entre Q. Tesorera y Q. La Clara","Directos Río Cauca entre Río San Juan y Pto Valdivia (mi)","1668.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"124406.0","30/07/2024","Agua residual doméstica","Al suelo","0.005","3","0","Q. Santa Barbara","Río Porce","2633.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Zanja o Campo de infiltración"
"109706.0","02/09/2021","Agua residual doméstica","Al suelo","0.0074","2","5","DIRECTOS RI. ABURRA  (INTERCUENCA 2)","Río Porce","1424.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"125853.0","04/12/2024","Agua residual doméstica","Al suelo","0.0068","3","2","R. Tonusco","Directos Río Cauca entre Río San Juan y Pto Valdivia (mi)","522.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Zanja o Campo de infiltración"
"112679.0","03/03/2022","Agua residual doméstica","Al suelo","0.0039","0","5","Q. SANTA ELENA","Río Porce","2705.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"115448.0","26/09/2022","Agua residual doméstica","Al suelo","0.0086","5","0","Q. EL CHUSCAL","Río Porce","1861.0","No registra","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"113874.0","09/06/2022","Agua residual doméstica","Al suelo","0.0108","4","5","Q. PIEDRAS BLANCAS","Río Porce","2532.0","No registra","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"126295.0","08/01/2025","Agua residual doméstica","Al suelo","0.005","2","2","Q. LA IGUANA","Río Porce","2353.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"105675.0","03/02/2021","Agua residual doméstica","Al suelo","0.0069","4","0","Q. LA IGUANA","Río Porce","2220.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"127415.0","28/05/2025","Agua residual doméstica","Al suelo","0.005","2","2","Q. LA IGUANA","Río Porce","2226.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Zanja o Campo de infiltración"
"118120.0","28/04/2023","Agua residual doméstica","Al suelo","0.0116","4","6","Directos R. Cauca (mi) entre Q. Seca y Q. Tiembla","Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md)","493.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"106344.0","01/03/2021","Agua residual doméstica","Al suelo","0.0031","0","4","Q. SANTA ELENA","Río Porce","2191.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"124800.0","29/08/2024","Agua residual doméstica","Al suelo","0.0066","3","2","Q. Sabaletas","Río Arma","1988.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Zanja o Campo de infiltración"
"120893.0","12/10/2023","Agua residual doméstica","Al suelo","0.0041","1","3","Q. LA IGUANA","Río Porce","2385.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"111307.0","26/11/2021","Agua residual doméstica","Al suelo","0.016","7","5","Q. La Liboriana","Río San Juan","1500.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"127390.0","27/05/2025","Agua residual doméstica","Al suelo","0.0094","5","1","Q. LA IGUANA","Río Porce","2236.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Zanja o Campo de infiltración"
"127279.0","14/05/2025","Agua residual doméstica","Al suelo","0.0042","2","1","Q. PIEDRAS BLANCAS","Río Porce","2523.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"116595.0","26/12/2022","Agua residual doméstica","Al suelo","0.005","3","0","Q. De Las Animas","Río Porce","2462.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"105937.0","12/02/2021","Agua residual doméstica","Al suelo","0.0069","4","0","Q. LA IGUANA","Río Porce","2090.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"119444.0","27/07/2023","Agua residual doméstica","Al suelo","0.01","4","4","Q. RODAS","Río Porce","2315.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"112250.0","21/01/2022","Agua residual doméstica","Al suelo","0.0008","0","1","Q. DOS QUEBRADAS","Río Porce","2075.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"118885.0","15/06/2023","Agua residual doméstica","Al suelo","0.0067","4","0","Q. La Pretel","Río Porce","2580.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"109861.0","09/09/2021","Agua residual doméstica","Al suelo","0.0074","3","3","Directos R. Cauca (mi) - R. Amagáy Q. Sinifaná- NSS","Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md)","1234.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"104800.0","17/12/2020","Agua residual doméstica","Al suelo","0.0034","2","0","Q. SANTA ELENA","Río Porce","2608.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"112261.0","25/01/2022","Agua residual doméstica","Al suelo","0.0085","4","2","DIRECTOS AL R ABURRA (INTERCUENCA 1)","Río Porce","1265.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"124610.0","14/08/2024","Agua residual doméstica","Al suelo","0.0115","4","6","Q. La Peinada","Río Frío y Otros Directos al Cauca","1387.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Zanja o Campo de infiltración"
"124848.0","30/08/2024","Agua residual doméstica","Al suelo","0.0091","3","5","Q. Aguas Frías","Río San Bartolo y otros directos al Magdalena Medio","1118.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Pozo de absorción o infiltración"
"119749.0","11/08/2023","Agua residual doméstica","Al suelo","0.0094","4","3","Q. Sardina","Bajo Nechí","175.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"120294.0","20/09/2023","Agua residual doméstica","Al suelo","0.0058","3","1","Q. La Sucia","Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md)","1455.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"119828.0","16/08/2023","Agua residual doméstica","Al suelo","0.008","1","8","Q. PIEDRAS BLANCAS","Río Porce","2449.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"119712.0","10/08/2023","Agua residual doméstica","Al suelo","0.0103","6","0","Q. La Sucia","Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md)","1702.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"109969.0","16/09/2021","Agua residual doméstica","Al suelo","0.0092","4","3","DIRECTOS RI. ABURRA  (INTERCUENCA 2)","Río Porce","1345.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"107205.0","06/04/2021","Agua residual doméstica","Al suelo","0.0138","8","0","Q. PIEDRAS BLANCAS","Río Porce","2471.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"104460.0","30/11/2020","Agua residual doméstica","Al suelo","0.0052","3","0","Q. OVEJAS","Río Porce","1540.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Pozo de absorción o infiltración"
"109250.0","12/08/2021","Agua residual doméstica","Al suelo","0.0075","3","3","Q. SANTA ELENA","Río Porce","2535.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"105631.0","02/02/2021","Agua residual doméstica","Al suelo","0.0086","5","0","R. San Juan","Río San Juan","1324.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"113288.0","06/05/2022","Agua residual doméstica","Al suelo","0.0102","5","2","Q. LA GARCIA","Río Porce","2502.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"127428.0","29/05/2025","Agua residual doméstica","Al suelo","0.0025","1","1","Q. PIEDRAS BLANCAS","Río Porce","2516.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Pozo de absorción o infiltración"
"125635.0","19/11/2024","Agua residual doméstica","Al suelo","0.0069","4","0","Q. Quebradona","Directos Río Cauca entre Río San Juan y Pto Valdivia (mi)","2081.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Zanja o Campo de infiltración"
"120608.0","03/10/2023","Agua residual doméstica","Al suelo","0.005","3","0","Directos R. Buey (mi) entre Q. Sabaletas y R. Arma","Río Arma","1513.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"106359.0","01/03/2021","Agua residual doméstica","Al suelo","0.0092","4","3","Q. PIEDRAS BLANCAS","Río Porce","2547.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"125612.0","19/11/2024","Agua residual doméstica","Al suelo","0.0066","3","2","Q. Combia","Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md)","1921.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Zanja o Campo de infiltración"
"108815.0","12/07/2021","Agua residual doméstica","Al suelo","0.0086","5","0","Q. La Sucia","Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md)","1834.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"118979.0","26/06/2023","Agua residual doméstica","Al suelo","0.0135","8","0","Q. Yerbabuenal","Río Porce","2377.0","No registra","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"123869.0","29/05/2024","Agua residual doméstica","Al suelo","0.0052","3","0","R. Aurra","Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md)","1570.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Zanja o Campo de infiltración"
"106968.0","19/03/2021","Agua residual doméstica","Al suelo","0.0067","4","0","R. Guadalupe","Río Porce","1900.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Pozo de absorción o infiltración"
"110248.0","30/09/2021","Agua residual doméstica","Al suelo","0.0125","5","5","Rio Aburrá- NSS","Río Porce","1297.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"107451.0","20/04/2021","Agua residual doméstica","Al suelo","0.0076","3","3","R. Porce","Río Porce","1450.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"110234.0","30/09/2021","Agua residual doméstica","Al suelo","0.0099","3","6","Rio Aburrá- NSS","Río Porce","2506.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"125549.0","13/11/2024","Agua residual doméstica","Al suelo","0.0067","4","0","R. Grande Tramo 4","Río Porce","2192.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Zanja o Campo de infiltración"
"108473.0","17/06/2021","Agua residual doméstica","Al suelo","0.0127","6","3","Q. PIEDRAS BLANCAS","Río Porce","1956.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"127266.0","13/05/2025","Agua residual doméstica","Al suelo","0.0074","3","3","R. Poblanco","Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md)","1624.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Zanja o Campo de infiltración"
"117474.0","23/03/2023","Agua residual doméstica","Al suelo","0.0068","3","2","Q. Guaracu","Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md)","1063.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Zanja o Campo de infiltración"
"123623.0","03/05/2024","Agua residual doméstica","Al suelo","0.005","2","2","Q. DOÑA MARIA","Río Porce","1956.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"127227.0","10/04/2025","Agua residual doméstica","Al suelo","0.0066","3","2","R. Chico","Río Porce","2430.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Pozo de absorción o infiltración"
"127224.0","09/04/2025","Agua residual doméstica","Al suelo","0.005","3","0","Q. Aurra (Aura)","Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md)","2593.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Pozo de absorción o infiltración"
"124700.0","26/08/2024","Agua residual doméstica","Al suelo","0.0042","2","1","Q. El Guamo","Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md)","1128.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"118388.0","17/05/2023","Agua residual doméstica","Al suelo","0.0107","3","7","Q. Horna","Río Nare","762.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Pozo de absorción o infiltración"
"104956.0","21/12/2020","Agua residual doméstica","Al suelo","0.005","2","2","Q. PIEDRAS BLANCAS","Río Porce","2510.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"105062.0","23/12/2020","Agua residual doméstica","Al suelo","0.005","2","2","DIRECTOS RI. ABURRA  (INTERCUENCA 2)","Río Porce","1371.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"127174.0","04/04/2025","Agua residual doméstica","Al suelo","0.0163","5","10","Q. El Guaico","Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md)","1584.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Zanja o Campo de infiltración"
"109978.0","16/09/2021","Agua residual doméstica","Al suelo","0.0058","2","3","Q. PIEDRAS BLANCAS","Río Porce","2502.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"122722.0","16/02/2024","Agua residual doméstica","Al suelo","0.0066","3","2","Directos R. Buey (mi) entre Q. Sabaletas y R. Arma","Río Arma","2041.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Zanja o Campo de infiltración"
"116042.0","16/11/2022","Agua residual doméstica","Al suelo","0.0138","8","0","Q. LA GARCIA","Río Porce","2465.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"119233.0","13/07/2023","Agua residual doméstica","Al suelo","0.0042","2","1","Q. La Tuntuna","Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md)","1435.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Zanja o Campo de infiltración"
"110472.0","13/10/2021","Agua residual doméstica","Al suelo","0.0068","3","2","Q. La Daza","Directos Río Cauca entre Río San Juan y Pto Valdivia (mi)","518.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Zanja o Campo de infiltración"
"107963.0","14/05/2021","Agua residual doméstica","Al suelo","0.0097","2","8","Q. LA MIEL","Río Porce","2572.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"116075.0","18/11/2022","Agua residual doméstica","Al suelo","0.0067","3","2","Q. LA IGUANA","Río Porce","2102.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"107714.0","29/04/2021","Agua residual doméstica","Al suelo","0.0052","3","0","Q. EL CHUSCAL","Río Porce","2524.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"125738.0","26/11/2024","Agua residual doméstica","Al suelo","0.0086","5","0","Q. Quebradona","Directos Río Cauca entre Río San Juan y Pto Valdivia (mi)","1839.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Zanja o Campo de infiltración"
"120612.0","03/10/2023","Agua residual doméstica","Al suelo","0.005","3","0","R. Sabaletica","Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md)","1515.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"127273.0","14/05/2025","Agua residual doméstica","Al suelo","0.0144","7","3","Q. LA IGUANA","Río Porce","2016.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Zanja o Campo de infiltración"
"114979.0","20/08/2022","Agua residual doméstica","Al suelo","0.0155","9","0","Q. DOÑA MARIA","Río Porce","1900.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"111907.0","25/12/2021","Agua residual doméstica","Al suelo","0.0016","0","2","Q. EL SALADO","Río Porce","2400.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"107470.0","20/04/2021","Agua residual doméstica","Al suelo","0.0151","6","6","Directos R. Cauca (mi) - R. Aurra - NSS","Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md)","810.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"106441.0","05/03/2021","Agua residual doméstica","Al suelo","0.0066","2","4","Q. PIEDRAS BLANCAS","Río Porce","2454.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"116239.0","25/11/2022","Agua residual doméstica","Al suelo","0.0052","3","0","R. Nus","Río Nare","1402.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Zanja o Campo de infiltración"
"116824.0","16/01/2023","Agua residual doméstica","Al suelo","0.0068","3","2","R. Aurrá","Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md)","630.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Zanja o Campo de infiltración"
"124476.0","02/08/2024","Agua residual doméstica","Al suelo","0.0075","4","1","Alto Nechi - NSS","Alto Nechí","1697.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"117588.0","31/03/2023","Agua residual doméstica","Al suelo","0.0116","4","6","Q. PIEDRAS BLANCAS","Río Porce","2488.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"119393.0","25/07/2023","Agua residual doméstica","Al suelo","0.0151","6","6","Q. EL CHUSCAL","Río Porce","2004.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"119353.0","24/07/2023","Agua residual doméstica","Al suelo","0.0067","4","0","Q. Santa Isabel","Río Porce","1862.0","No registra","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"117865.0","21/04/2023","Agua residual doméstica","Al suelo","0.0052","3","0","Q. Los Cedros","Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md)","1543.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"106322.0","26/02/2021","Agua residual doméstica","Al suelo","0.0088","5","0","Q. El Jobo y otros directos al Nechi (md)","Directos al Bajo Nechí (mi)","92.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Pozo de absorción o infiltración"
"107164.0","26/03/2021","Agua residual doméstica","Al suelo","0.0052","3","0","Q. La Sopetrana","Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md)","1632.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"104488.0","02/12/2020","Agua residual doméstica","Al suelo","0.0041","1","3","Rio Aburrá- NSS","Río Porce","2573.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"111120.0","19/11/2021","Agua residual doméstica","Al suelo","0.0069","4","0","Q. El Encanto","Directos Río Cauca entre Río San Juan y Pto Valdivia (mi)","1968.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Zanja o Campo de infiltración"
"122955.0","06/03/2024","Agua residual doméstica","Al suelo","0.005","2","2","Q. LA IGUANA","Río Porce","2230.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"127229.0","10/04/2025","Agua residual doméstica","Al suelo","0.0091","3","5","Q. EL MOLINAL","Río Porce","2032.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"111716.0","17/12/2021","Agua residual doméstica","Al suelo","0.0034","2","0","Q. SANTA ELENA","Río Porce","2721.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"111412.0","02/12/2021","Agua residual doméstica","Al suelo","0.0091","3","5","Q. EL HATO","Río Porce","2559.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"123986.0","07/06/2024","Agua residual doméstica","Al suelo","0.0086","5","0","Río San Juan - SZH","Río San Juan","1772.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Zanja o Campo de infiltración"
"119354.0","24/07/2023","Agua residual doméstica","Al suelo","0.0118","7","0","Q. Santa Isabel","Río Porce","1800.0","No registra","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"107025.0","24/03/2021","Agua residual doméstica","Al suelo","0.0041","1","3","Q. LA GARCIA","Río Porce","2561.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"119413.0","26/07/2023","Agua residual doméstica","Al suelo","0.0075","4","1","R. Santa Maria","Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md)","1820.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"118072.0","27/04/2023","Agua residual doméstica","Al suelo","0.0099","3","6","R. Tonusco","Directos Río Cauca entre Río San Juan y Pto Valdivia (mi)","2185.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"114120.0","24/06/2022","Agua residual doméstica","Al suelo","0.0034","2","0","Q. EL HATO","Río Porce","2568.0","No registra","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"122056.0","15/12/2023","Agua residual doméstica","Al suelo","0.0087","5","0","Q. La Clara","Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md)","1537.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"118653.0","01/06/2023","Agua residual doméstica","Al suelo","0.0116","4","6","R. San Bartolomé","Río San Bartolo y otros directos al Magdalena Medio","1000.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Pozo de absorción o infiltración"
"123981.0","06/06/2024","Agua residual doméstica","Al suelo","0.0086","5","0","Río San Juan - SZH","Río San Juan","1661.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"111038.0","12/11/2021","Agua residual doméstica","Al suelo","0.0101","6","0","R. Guadalupe","Río Porce","2642.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Sedimentación","Montículo"
"120028.0","31/08/2023","Agua residual doméstica","Al suelo","0.0069","4","0","R. Nus - NSS","Río Nare","1089.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"114060.0","22/06/2022","Agua residual doméstica","Al suelo","0.0075","4","1","R. Pajarito","Alto Nechí","1675.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"107885.0","07/05/2021","Agua residual doméstica","Al suelo","0.0126","5","5","Q. Nuarque","Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md)","1188.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"127265.0","13/05/2025","Agua residual doméstica","Al suelo","0.0132","4","8","Q. LA IGUANA","Río Porce","2062.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"127191.0","07/04/2025","Agua residual doméstica","Al suelo","0.0125","5","5","Q. SANTA ELENA","Río Porce","2047.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"111712.0","17/12/2021","Agua residual doméstica","Al suelo","0.0118","5","4","Q. SANTA ELENA","Río Porce","2538.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"115867.0","28/10/2022","Agua residual doméstica","Al suelo","0.0103","6","0","Q. PIEDRAS BLANCAS","Río Porce","2566.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"122532.0","31/01/2024","Agua residual doméstica","Al suelo","0.0066","3","2","Q. San Bacilio","Alto Nechí","1747.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","No registra","Zanja o Campo de infiltración"
"105362.0","04/01/2021","Agua residual doméstica","Al suelo","0.0086","5","0","Q. SANTA ELENA","Río Porce","2671.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"120986.0","16/10/2023","Agua residual doméstica","Al suelo","0.0116","5","4","Q. Sabaletas","Río Arma","2095.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"104491.0","02/12/2020","Agua residual doméstica","Al suelo","0.0069","4","0","Rio Aburrá- NSS","Río Porce","2495.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
