"ID","Fecha creación","Tipo vertimiento","Medio receptor","Caudal","Permanentes","Transitorias","Cuenca","Macro cuenca","Cota","Pretratamiento","Tratamiento primario","Tratamiento secundario","Manejo efluente"
"122627.0","12/02/2024","Agua residual doméstica","Al suelo","0.0101","6","0","R. Pajarito","Alto Nechí","1766.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Zanja o Campo de infiltración"
"127867.0","25/07/2025","Agua residual doméstica","Al suelo","0.0058","2","3","DIRECTOS AL R ABURRA (INTERCUENCA 1)","Río Porce","1291.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"113358.0","12/05/2022","Agua residual doméstica","Al suelo","0.0085","4","2","Q. SANTA ELENA","Río Porce","2539.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"123654.0","09/05/2024","Agua residual doméstica","Al suelo","0.0075","3","3","Q. LA GRANDE","Río Porce","1991.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"112251.0","21/01/2022","Agua residual doméstica","Al suelo","0.0135","6","4","Q. LA GARCIA","Río Porce","2571.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"126802.0","07/03/2025","Agua residual doméstica","Al suelo","0.0033","1","2","Q. Honda, Q Pena y otros directos al Cauca (mi)","Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md)","1208.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Zanja o Campo de infiltración"
"120577.0","03/10/2023","Agua residual doméstica","Al suelo","0.0084","5","0","Directos R. Buey (mi) entre Q. Sabaletas y R. Arma","Río Arma","1465.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"118372.0","17/05/2023","Agua residual doméstica","Al suelo","0.005","2","2","Q. LA IGUANA","Río Porce","2255.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"116713.0","30/12/2022","Agua residual doméstica","Al suelo","0.0068","3","2","Q. Mulato","Río San Bartolo y otros directos al Magdalena Medio","1514.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Pozo de absorción o infiltración"
"107043.0","24/03/2021","Agua residual doméstica","Al suelo","0.0058","2","3","Q. PIEDRAS BLANCAS","Río Porce","2446.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"112597.0","24/02/2022","Agua residual doméstica","Al suelo","0.0076","3","3","Q. Membrillal","Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md)","1500.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Pozo de absorción o infiltración"
"107681.0","28/04/2021","Agua residual doméstica","Al suelo","0.0069","4","0","R. Alicante","Río San Bartolo y otros directos al Magdalena Medio","758.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Zanja o Campo de infiltración"
"114043.0","22/06/2022","Agua residual doméstica","Al suelo","0.009","3","5","R. Pajarito","Alto Nechí","1810.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"110500.0","14/10/2021","Agua residual doméstica","Al suelo","0.0058","2","3","R. Chico","Río Porce","2006.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"109453.0","24/08/2021","Agua residual doméstica","Al suelo","0.0069","4","0","Q. LA IGUANA","Río Porce","2257.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"117868.0","21/04/2023","Agua residual doméstica","Al suelo","0.0052","3","0","R. Aurrá","Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md)","1032.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"115143.0","28/08/2022","Agua residual doméstica","Al suelo","0.0097","2","8","Q. DOÑA MARIA","Río Porce","1925.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"118245.0","08/05/2023","Agua residual doméstica","Al suelo","0.0083","4","2","R. Conde","Río Frío y Otros Directos al Cauca","1250.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Zanja o Campo de infiltración"
"115676.0","11/10/2022","Agua residual doméstica","Al suelo","0.0052","3","0","Q. EL CHUSCAL","Río Porce","1591.0","No registra","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"107632.0","27/04/2021","Agua residual doméstica","Al suelo","0.0069","4","0","Q. Dolores","Río Nare","996.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Zanja o Campo de infiltración"
"122111.0","20/12/2023","Agua residual doméstica","Al suelo","0.0102","5","2","Q. Manuela","Directos Río Cauca entre Río San Juan y Pto Valdivia (mi)","806.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Zanja o Campo de infiltración"
"115763.0","20/10/2022","Agua residual doméstica","Al suelo","0.0086","5","0","Q. SANTA ELENA","Río Porce","2621.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"125199.0","02/10/2024","Agua residual doméstica","Al suelo","0.0066","2","4","Q. LOS AGUACATES","Río Porce","1745.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Zanja o Campo de infiltración"
"104609.0","11/12/2020","Agua residual doméstica","Al suelo","0.0033","1","2","Q. SANTA ELENA","Río Porce","2562.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"122260.0","29/12/2023","Agua residual doméstica","Al suelo","0.0077","4","1","Río San Juan - SZH","Río San Juan","1093.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"124907.0","05/09/2024","Agua residual doméstica","Al suelo","0.0086","5","0","DIRECTOS AL R.  ABURRA A COPACABANA","Río Porce","2171.0","No registra","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"127656.0","08/07/2025","Agua residual doméstica","Al suelo","0.0052","3","0","R. Guarquina","Río San Bartolo y otros directos al Magdalena Medio","1132.0","No registra","No registra","Tanque septico","Pozo de absorción o infiltración"
"118614.0","30/05/2023","Agua residual doméstica","Al suelo","0.0077","4","1","Q. PIEDRAS BLANCAS","Río Porce","2462.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"114994.0","21/08/2022","Agua residual doméstica","Al suelo","0.0119","6","2","Q. DOÑA MARIA","Río Porce","1848.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"119735.0","11/08/2023","Agua residual doméstica","Al suelo","0.0103","6","0","Q. La Sucia","Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md)","1965.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"124265.0","11/07/2024","Agua residual doméstica","Al suelo","0.0049","2","2","Q. Combia","Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md)","1610.0","No registra","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"114920.0","19/08/2022","Agua residual doméstica","Al suelo","0.0039","0","5","Q. DOÑA MARIA","Río Porce","2052.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"127984.0","12/08/2025","Agua residual doméstica","Al suelo","0.0052","3","0","Q. La Ladera","Río San Juan","1574.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"119975.0","28/08/2023","Agua residual doméstica","Al suelo","0.0052","3","0","R. Taparto","Río San Juan","1230.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Pozo de absorción o infiltración"
"116545.0","23/12/2022","Agua residual doméstica","Al suelo","0.0067","4","0","Q. De Las Animas","Río Porce","2475.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"120311.0","20/09/2023","Agua residual doméstica","Al suelo","0.0058","3","1","Q. Combia","Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md)","1601.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"106223.0","23/02/2021","Agua residual doméstica","Al suelo","0.0149","5","8","Q. LA TOLDA","Río Porce","2513.0","No registra","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"111131.0","19/11/2021","Agua residual doméstica","Al suelo","0.0069","4","0","Q. Salazar","Directos Río Cauca entre Río San Juan y Pto Valdivia (mi)","1744.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Zanja o Campo de infiltración"
"110728.0","27/10/2021","Agua residual doméstica","Al suelo","0.0042","2","1","R. Chico","Río Porce","2656.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"112487.0","17/02/2022","Agua residual doméstica","Al suelo","0.0033","1","2","Q. LA IGUANA","Río Porce","2416.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"105091.0","23/12/2020","Agua residual doméstica","Al suelo","0.0066","2","4","Q. La Sucia","Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md)","1843.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"106194.0","22/02/2021","Agua residual doméstica","Al suelo","0.0069","4","0","Directos al R. Cauca (md) entre Q. Tesorera y Q. La Clara","Directos Río Cauca entre Río San Juan y Pto Valdivia (mi)","2038.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"107922.0","11/05/2021","Agua residual doméstica","Al suelo","0.0034","2","0","Q. SANTA ELENA","Río Porce","2666.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"115576.0","06/10/2022","Agua residual doméstica","Al suelo","0.0119","7","0","Q. LA GRANDE","Río Porce","2045.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"124432.0","30/07/2024","Agua residual doméstica","Al suelo","0.0091","4","3","R. La Loma","Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md)","2063.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Pozo de absorción o infiltración"
"123550.0","26/04/2024","Agua residual doméstica","Al suelo","0.0052","3","0","R. Farallones","Río San Juan","1130.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"109484.0","24/08/2021","Agua residual doméstica","Al suelo","0.0034","2","0","R. Aurra","Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md)","2571.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Pozo de absorción o infiltración"
"121273.0","31/10/2023","Agua residual doméstica","Al suelo","0.0083","3","4","Q. LA IGUANA","Río Porce","2115.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"115320.0","13/09/2022","Agua residual doméstica","Al suelo","0.0109","6","1","Q. Mocorongo","Río Porce","2305.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"114728.0","09/08/2022","Agua residual doméstica","Al suelo","0.0085","4","2","Q. DOÑA MARIA","Río Porce","1943.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"122465.0","26/01/2024","Agua residual doméstica","Al suelo","0.0049","2","2","Q. El Tigre","Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md)","1827.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Zanja o Campo de infiltración"
"125816.0","02/12/2024","Agua residual doméstica","Al suelo","0.0091","3","5","Q. SANTA ELENA","Río Porce","2569.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Zanja o Campo de infiltración"
"121146.0","23/10/2023","Agua residual doméstica","Al suelo","0.0069","4","0","Q. La Honda","Directos Río Cauca entre Río San Juan y Pto Valdivia (mi)","1859.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"106839.0","26/03/2021","Agua residual doméstica","Al suelo","0.0118","5","4","Q. LA GARCIA","Río Porce","1883.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"112803.0","15/03/2022","Agua residual doméstica","Al suelo","0.0084","4","2","Q. Las Palmas","Río Nare","2500.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Filtros intermitentes"
"126675.0","27/02/2025","Agua residual doméstica","Al suelo","0.0164","6","8","Q. Don Matías","Río Porce","2274.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"107448.0","20/04/2021","Agua residual doméstica","Al suelo","0.0034","2","0","Q. PIEDRAS BLANCAS","Río Porce","2500.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"110249.0","30/09/2021","Agua residual doméstica","Al suelo","0.0135","6","4","DIRECTOS AL R. ABURRA A SALIDA","Río Porce","1618.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"127684.0","09/07/2025","Agua residual doméstica","Al suelo","0.0115","4","6","R. La Loma","Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md)","1910.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Zanja o Campo de infiltración"
"110852.0","02/11/2021","Agua residual doméstica","Al suelo","0.005","3","0","Q. Las Animas","Río Porce","2693.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"108436.0","15/06/2021","Agua residual doméstica","Al suelo","0.0066","2","4","Q. SANTA ELENA","Río Porce","2588.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"115843.0","27/10/2022","Agua residual doméstica","Al suelo","0.0076","3","3","R. Aurra","Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md)","548.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"115785.0","21/10/2022","Agua residual doméstica","Al suelo","0.0115","3","8","Q. PIEDRAS BLANCAS","Río Porce","2483.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"111881.0","24/12/2021","Agua residual doméstica","Al suelo","0.0052","3","0","Q. EL SALADO","Río Porce","1631.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"124410.0","30/07/2024","Agua residual doméstica","Al suelo","0.0941","55","2","R. Sabaletica","Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md)","1547.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Zanja o Campo de infiltración"
"112733.0","10/03/2022","Agua residual doméstica","Al suelo","0.0058","3","1","R. Chico","Río Porce","2658.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Pozo de absorción o infiltración"
"109771.0","03/09/2021","Agua residual doméstica","Al suelo","0.0066","3","2","Río Frío y Otros Directos al Cauca","Río Frío y Otros Directos al Cauca","1510.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Zanja o Campo de infiltración"
"119346.0","23/07/2023","Agua residual doméstica","Al suelo","0.0116","4","6","Q. La Soledad","Río Nare","977.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Pozo de absorción o infiltración"
"127754.0","16/07/2025","Agua residual doméstica","Al suelo","0.0069","4","0","R. San Bartolomé","Río San Bartolo y otros directos al Magdalena Medio","1100.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Zanja o Campo de infiltración"
"106508.0","08/03/2021","Agua residual doméstica","Al suelo","0.0017","1","0","Q. SANTA ELENA","Río Porce","2595.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"118528.0","25/05/2023","Agua residual doméstica","Al suelo","0.0104","6","0","R. Nus","Río Nare","895.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Pozo de absorción o infiltración"
"115172.0","30/08/2022","Agua residual doméstica","Al suelo","0.0099","4","4","Q. La Pretel","Río Porce","2362.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Pozo de absorción o infiltración"
"112578.0","24/02/2022","Agua residual doméstica","Al suelo","0.0099","3","6","Q. Membrillal","Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md)","1840.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Pozo de absorción o infiltración"
"111112.0","18/11/2021","Agua residual doméstica","Al suelo","0.0094","5","1","Q. EL CHUSCAL","Río Porce","1514.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Pozo de absorción o infiltración"
"114840.0","12/08/2022","Agua residual doméstica","Al suelo","0.0104","6","0","R. Guarquina","Río San Bartolo y otros directos al Magdalena Medio","1146.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Zanja o Campo de infiltración"
"117008.0","03/02/2023","Agua residual doméstica","Al suelo","0.0102","5","2","Q. PIEDRAS BLANCAS","Río Porce","2511.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"126881.0","11/03/2025","Agua residual doméstica","Al suelo","0.005","2","2","Q. Honda, Q Pena y otros directos al Cauca (mi)","Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md)","1799.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Zanja o Campo de infiltración"
"123045.0","12/03/2024","Agua residual doméstica","Al suelo","0.0075","3","3","Q. SANTA ELENA","Río Porce","2623.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"119867.0","22/08/2023","Agua residual doméstica","Al suelo","0.0067","4","0","Q. Santa Barbara","Río Porce","2513.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"122220.0","26/12/2023","Agua residual doméstica","Al suelo","0.0066","3","2","Q. Sabaletas","Río Arma","2193.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Pozo de absorción o infiltración"
"106029.0","16/02/2021","Agua residual doméstica","Al suelo","0.0035","2","0","Directos al R. Cauca (md) entre Q. Tesorera y Q. La Clara","Directos Río Cauca entre Río San Juan y Pto Valdivia (mi)","1758.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"108875.0","15/07/2021","Agua residual doméstica","Al suelo","0.0052","3","0","Q. SANTA ELENA","Río Porce","2693.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"116633.0","28/12/2022","Agua residual doméstica","Al suelo","0.0084","5","0","R. Aurrá","Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md)","2559.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"120659.0","06/10/2023","Agua residual doméstica","Al suelo","0.006","3","1","Q. SANTA ELENA","Río Porce","2159.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"107739.0","29/04/2021","Agua residual doméstica","Al suelo","0.0087","5","0","Q. Salazar","Directos Río Cauca entre Río San Juan y Pto Valdivia (mi)","1586.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"116581.0","26/12/2022","Agua residual doméstica","Al suelo","0.0067","4","0","Q. De Las Animas","Río Porce","2437.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"106841.0","16/03/2021","Agua residual doméstica","Al suelo","0.0135","6","4","Q. LA GARCIA","Río Porce","2572.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"122208.0","22/12/2023","Agua residual doméstica","Al suelo","0.0068","3","2","R. Tonusco","Directos Río Cauca entre Río San Juan y Pto Valdivia (mi)","2049.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"116100.0","19/11/2022","Agua residual doméstica","Al suelo","0.0067","3","2","Q. SANTO DOMINGO","Río Porce","1770.0","No registra","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"120591.0","03/10/2023","Agua residual doméstica","Al suelo","0.0084","5","0","Directos R. Buey (mi) entre Q. Sabaletas y R. Arma","Río Arma","1130.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"105279.0","30/12/2020","Agua residual doméstica","Al suelo","0.0102","6","0","Q. La Horconda","Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md)","2006.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"116717.0","30/12/2022","Agua residual doméstica","Al suelo","0.0068","3","2","Q. SN","Río Nare","1498.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Pozo de absorción o infiltración"
"115854.0","28/10/2022","Agua residual doméstica","Al suelo","0.0086","5","0","Q. EL SALADO","Río Porce","1660.0","No registra","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"115784.0","21/10/2022","Agua residual doméstica","Al suelo","0.0041","1","3","Q. DOÑA MARIA","Río Porce","1819.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Zanja o Campo de infiltración"
"126941.0","13/03/2025","Agua residual doméstica","Al suelo","0.0065","1","6","Q. Honda, Q Pena y otros directos al Cauca (mi)","Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md)","1062.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Sedimentación","Zanja o Campo de infiltración"
"125523.0","07/11/2024","Agua residual doméstica","Al suelo","0.0069","4","0","DIRECTOS RI. ABURRA  (INTERCUENCA 2)","Río Porce","1522.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"121905.0","05/12/2023","Agua residual doméstica","Al suelo","0.005","3","0","R. Porce","Río Porce","1611.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Pozo de absorción o infiltración"
"121794.0","29/11/2023","Agua residual doméstica","Al suelo","0.0042","2","1","Q. Sabaletas","Río Arma","2136.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Pozo de absorción o infiltración"
"107538.0","23/04/2021","Agua residual doméstica","Al suelo","0.0085","4","2","R. San Bartolomé","Río San Bartolo y otros directos al Magdalena Medio","1008.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Pozo de absorción o infiltración"
"119654.0","09/08/2023","Agua residual doméstica","Al suelo","0.0093","5","1","Q. La Sinifaná","Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md)","1248.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"110333.0","07/10/2021","Agua residual doméstica","Al suelo","0.0066","2","4","Rio Aburrá- NSS","Río Porce","2637.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"116718.0","30/12/2022","Agua residual doméstica","Al suelo","0.0085","4","2","Q. SN","Río Nare","1497.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Pozo de absorción o infiltración"
"121424.0","10/11/2023","Agua residual doméstica","Al suelo","0.0043","2","1","Cñ. El Totumo","Río Cimitarra y otros directos al Magdalena","115.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Zanja o Campo de infiltración"
"114922.0","19/08/2022","Agua residual doméstica","Al suelo","0.0132","4","8","Q. DOÑA MARIA","Río Porce","2098.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"115491.0","28/09/2022","Agua residual doméstica","Al suelo","0.0085","4","2","R. Aurra","Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md)","750.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Pozo de absorción o infiltración"
"125159.0","27/09/2024","Agua residual doméstica","Al suelo","0.0251","10","10","DIRECTOS R. ABURRA (INTERCUENCA 3)","Río Porce","1547.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"112609.0","24/02/2022","Agua residual doméstica","Al suelo","0.0132","4","8","Q. Membrillal","Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md)","1220.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Pozo de absorción o infiltración"
"122292.0","29/12/2023","Agua residual doméstica","Al suelo","0.0042","2","1","Río San Juan - SZH","Río San Juan","1418.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"124771.0","28/08/2024","Agua residual doméstica","Al suelo","0.0087","5","0","Q. Balsamito","Río Nare","287.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Zanja o Campo de infiltración"
"107236.0","07/04/2021","Agua residual doméstica","Al suelo","0.0024","0","3","DIRECTOS  R.  ABURRA (INTERCUENCA 4)","Río Porce","1724.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"114833.0","12/08/2022","Agua residual doméstica","Al suelo","0.0052","3","0","R. Guarquina","Río San Bartolo y otros directos al Magdalena Medio","1058.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Tanque septico","Zanja o Campo de infiltración"
"113443.0","19/05/2022","Agua residual doméstica","Al suelo","0.006","3","1","Q. DOÑA MARIA","Río Porce","2167.0","No registra","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"119958.0","28/08/2023","Agua residual doméstica","Al suelo","0.0077","4","1","Q. La Libia","Río San Juan","1552.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Pozo de absorción o infiltración"
"127829.0","23/07/2025","Agua residual doméstica","Al suelo","0.0122","3","9","Q. EL SALADO","Río Porce","1617.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"120990.0","16/10/2023","Agua residual doméstica","Al suelo","0.01","5","2","Directos R. La Miel (mi)","Río Arma","2285.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
"116638.0","28/12/2022","Agua residual doméstica","Al suelo","0.0135","8","0","R. Aurrá","Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md)","2564.0","Separación de grasas (trampas de grasas, etc.)","Sedimentación","Filtro anaerobio","Zanja o Campo de infiltración"
